tweet,class
brown schedul first half year liter retard easi,1
chink realli hunt food [@] dog shot arrow east [LINK],1
citi use hoesnow bitch look sick,1
clip hang dick automat shotti drum call tommi guarante get bitch,1
club never get old yall hoe though,1
corni facad apart nick cannon plan nigga actual geniu level busi bitch,1
day ex told sober cheat day elimin color skinni jean wardrob,1
dean hoe fuck home bro,1
earli bird get worm second mous get chees,0
earli bird take nap noon,0
easiest way sex chick smell good make laugh take get food fuck right pussi,1
emoji use flirt wit bitch gt ,1
end yanke game plan even take,0
fact bruin draft yanke fan goe show weak scout staff imo homework firechor,0
famili ron oneal need sue wutang trash song releas name,0
fourth hokag littl bitch like nigga even take bitch ass fox,1
fuck yellow cloud,1
fuck mickey ds gave cooki big mac box [LINK],1
fuckin hoe,1
fuck royal bitch work,1
funni thing daughter never got kick one night stand courag tell mom offici hoe,1
ghetto hoe love feel nigga ab ya heard,1
ghetto thuge version tree life come soon,1
girl skip school aint noth  yo made say head bitch suppos school catch,1
gospel [@] better wake realiz good lord aint stop creat pussi built shawti,1
guinea fowl seem,0
guy la fit fag ,1
heat make wanna put hand niggah ,1
hoe aint classi like trashyyi,1
hoe everybodi nigga,1
hoe rate e ,1
homi reallli love fat bitch  like love,1
homiez bitch like homiez,1
intens bankhead bounc said know bitch travel,1
jig,0
jigg,0
ladi talk sit seat  hour piss like bruh  alreadi tri twice fuck pee bitch,1
last atbat yanke stadium thank make good one captain farewellcaptain [LINK],0
last time pussi salmon pink ,1
left tho [@] [@] twitpic selfi bad bitch  [LINK],1
leftisthomosexu war cathol church kick high gear infiltr priesthood boyrap fag,1
lie twitter [@] nigga wouldnt know grade pussi even slap cross face ,1
lit bitch talkin shit aint math class today  realli want press issu,1
littl bitch nervou tweet anymor,1
littl bitch told sloppi top hoppi gave sloppi toppi like sloppi toppi goddess,1
major hoe think shit stink,1
moment truli believ fuck pice trash love fell ,1
beauti women havin retard caption pic sht extra dumb,1
broke peopl say bitch nigga afford speak,1
movi abouttim hard ass chick flick nigga goe back time quick fuck bitch lol,1
music stop play hear fuck bitch spit ,1
nation know rather real nigger amp bad bitch [LINK],1
nerv peopl though take nobodi seriou continu laugh hoe,1
nerv nicca  step crispi ass shoe wit dusti ass timb,1
nice side long beach realli got hoe lol,1
except babi momma stuck ghetto bitch stomp ass like african ritual,1
part award like dyke part cypher amp old skool femal mc,1
reason cheat show bitch kind dick girl get,1
thing nicca follow smh  ya self everyon els taken,1
time scream tyres tackl hoe ass bitch thewalkingdead,1
time year bitch cabl hocu pocu come fml,1
peopl histor call white trash call reason white trash truth hurt,1
pilgrim high fuck like kill big ass bird eat billion thing,1
pilot seen eye said aw red told get high bitch man [LINK],1
power christ compel pop pussi,1
price wrong bitch,1
proisi jihadi prayer hajj make round [LINK],0
punish fit crime instanc take last twinki choke twinki twinki sacr,0
question alon [@] citi got bitch gold teeth,1
reason shelbi hate sandwich queer [@],1
redskin beg lose game smh,0
redskin chang name injun,0
republican teabagg hate screw em [LINK],0
rich kid beverli hill trash even entertain trash look mid thirti,1
right english person go busi import suspicion roug wog cop,0
bitch tell let go one would go grab right,1
bitch fail geometri know exactli angl use take perfect selfi,1
bitch chick pose wit pic instagram like bitch text boyfriend aint textin back,1
shit bitch brag hilari,1
solut simpl  buy bitch,1
spot open take better grab anoth bitch determin beauti enough,1
street dirti hoe niggad tri wife though,1
thing work black peopl bitch never fuck time wanna complain short check bitch dietoday,1
thinner eyebrow crazier bitch,1
tweeter gurl tumblr use taser roach assum hous bitch shame,1
two ringless fag [@] barkley amp reggi talk nonsens entir game,0
type bitch like think broke disgust,1
ugliest bitch swear bad ,1
undesir [@] [@]  bitch big bruh,1
valu abu qutada statement credenti jihadi circl impecc he face trial terror charg,0
way hawk girl green lantern trust hoe nope,1
way fuck would think love bitch,1
way see bitch fake affili ,1
way klansman would say nigger slave way [@] say conserv [@] liter see conserv slave,1
weeknd bitch love dark skin fella,1
whole afternoon deep voic bitch,1
wife new bitch name ursula [LINK],1
willow tree pocohonta bitch  year old,1
word bitch appli women women got littl bitch em,1
world everi bitch,1
world better place bitch like die lone [LINK],1
thee bear trash tho,0
 insult even selfdeprec first thing straight go faggot queer tranni gay even suppos alli,1
gotta load lux vs murda mook ,0
salsa negro awesom [@] [@],0
bad bitch blow kiss earlob,1
browni tho ,0
chick triedto put fire lol dirt bag court dumb hoe though,1
gay dude stay baddest bitchesno punch line,1
hoe like ,1
hoe gone call strvp,1
hoe look clean foot,1
old bytch sorri phuck sack [@] pussi get ripe,1
pretti bitch love bitch love guccccci,1
pretti nail bitch bail outta jail bitch,1
queer ass short rabchenko got,1
quicc blast bitch cash bitch ,1
quiet girl hoe watch,1
shit ugli hoe [@]  [@] nugget amp still actin chicken [LINK],1
shoota grandmama hous aint around bitch ina minut ,1
shoota grandmoma hous aint round bitch minut,1
squirrel faggot b [@] threesomethursday  [LINK],1
taz angel hoe need furnitur,1
women bar [@] happyhour pleasur old hoe pure savag ,1
hit bitch like free throw ,1
went insid order hide mutant bird,0
zerah cushit came armi one million men  chariot came far mare [LINK],0
bitch expens budget boo afford shit bitch want,1
shoot bitch ass stupid shit like key car bust window,1
bitch gon fuck money long ,1
mexican bitch wanna speak fuckin languag amp give attitud speak right ass tf,1
stupid bitch class liter ask question everi time professor say someth,1
wanna ask maad question bitch tell need stop interrupt playlist,1
bitch sing sound like hors choke,1
yall idol kany wife hoe lol,1
wouldv die breath bitch,1
 type nigga world real nigga  amp bitch nigga,1
lot top tier wrestler start yardi,0
girl women ladi bitch maam beeeitch dumb ass bitch hahaha,1
real life hoe ig crazi,1
retard ass movi netflix,1
trash bag hall like  wk weird thing chang consist everi day,0
rule tie goe runner safe yanke johnsterl,0
noth wrong ariana grand caus look like hoe yall gotta problem,1
yellow thing sky know make,0
bitch joint custodi dick act understand part time benefit,1
may fag hag switch comin,1
side trip dc charli palmer cpac [@] [@] [@] [@],0
reason block bitch,1
go act like hoe ,1
bird nest garag bird fli poop car ,0
differ ya bitch ya friend bitch rey build wit friend tryna compet,1
green bowl high spliff high j high blunt high moke high moke  coffe high,0
lot big booti bitch pharr gym ,1
special place hell peopl slam brake yellow light ,0
appar wee cunt year younger call sean brown cheeki lol,1
dude twitter respect dickyou knowth mirror selfi niggazth nude droppersdick avispussi eat avi,1
gonna lot trash talk today worldcup,0
gotta like  white trash motherfuck live hous think job,1
like  injuri game footbal shit trash lol,1
like one ex still kinda cute bitch got fat,1
one flirt mad bitch inbox skrr skrr,1
enough day hour cheat she suck dick right drain look mouth pussi,1
bad bitch ,1
someon ride around robinson walmart lawn mower ghetto headlight ad reallif,0
girl avi must get mani bitch,1
one dude stand school stay freshman girl girl school caus none fw bitch,1
ut hoe goin ,1
insan cigar trash foam done bump head [@] insan like insan [LINK],0
bad bitch realli aint bad see pic aaliyah,1
bird messi,0
bitch aint shit forgot mention ,1
bitch aint trust,1
bitch aint playin jealou woman better research fbi,1
bitch alway trippin,1
bitch take forev doe,1
bitch judg like experi life billion dollar club highli favor amp pretti damn well ,1
bitch killin day,1
bitch boringgggg,1
bitch averag lmao [@] baddi [@] pretti girl like [LINK],1
bitch crazzzyyyyyy,1
bitch dead suck fuck niggaz condomthen wanna rock whitw dress next day like bout dem clean,1
bitch want boyfriend  want pimp,1
bitch fake one min talk hoe next min bestfriend hoe,1
bitch finna fuck birthday week,1
bitch funni like mike epp,1
bitch gotta realiz nigga want  doesnt sever occas ,1
bitch irri irri irriirri irri,1
bitch irrit,1
bitch crazi,1
bitch wild,1
bitch loud reason,1
bitch love nigga copi,1
bitch love soda,1
bitch love sodaa,1
bitch man love harass,1
bitch need get bed make cheeseburg  imahomi,1
bitch realli backpag hoe  watch yo bitch could ,1
bitch realli love soda,1
bitch realli marri rich ass nigga,1
bitch smell like fish ,1
bitch broke instead go get quick go ask somethin,1
bitch redund,1
bitch talk shit whisper,1
bitch think know snap ha bitch snap,1
bitch want next best thing,1
bitch wash aint soap involv,1
browni bomb [LINK],0
browni [LINK],0
bum ass bitch block drawin,1
celebr nigga pass kardashian hoe around monthli,1
cheeto tast likka steak right nah boy bitch go dumb,1
chick use got get want bunch ronni amp trickz ass hoe,1
chubbi hoe alway diet,1
custom fuck crazi bitch said god smite dumbass lock account,1
day bitch let anyon hit raw ,1
fat hoe think slick post neck pic shit,1
girl eyebrow make look like  hoe walk fib,1
girl go school kind og aquat color weav headfuck go,1
groupi bitch wild enough suck babi dick,1
hoe everybodi like niggah everybodi hoe gone hoe regardless cont [LINK],1
hoe ass nicca talkn shyt nicca make nicca wanna go snatch bitch outta nicca,1
hoe nigga havnt seen half chainz,1
hoe fool [LINK],1
hoe smash one yo nigga proud,1
hoe aint got noth ya,1
hoe aint loyal ,1
hoe aint loyal [@],1
hoe aint loyal [@] [@] man realest shirt seen tonight chick flip phone rob,1
hoe aint loyal [@] naya rivera got marri three month break big sean [LINK],1
hoe aint loyal nigga aint either,1
hoe aint loyalll,1
hoe aint shit aint trip thot ion like convers gone let fuck,1
hoe aint yo turn  hear,1
hoe aint,1
hoe alway gone thot around ever give attent time,1
hoe hilari day ,1
hoe actin nicca actin tough ,1
hoe boof smh,1
hoe bust nut get,1
hoe flawgen swear bruh nigga want yall,1
hoe lie us nigga got news monogam nigga yo bitch fuck anonym nigga,1
hoe thirsti attent,1
hoe tri much much,1
hoe fuck wit,1
hoe crazi yo,1
hoe get feel one bit,1
hoe like nigga love money nigga like nigga want somen [LINK],1
hoe everybodi hoe lol go bitch bet get easi ,1
hoe get thick fat confus way often,1
hoe gettin replac soon start fuck wit chequ,1
hoe get outta hand mane,1
hoe get smart gotta watch,1
hoe go broke tri look rich act wage,1
hoe got bodi cemeteri,1
hoe gotta pay compani,1
hoe mane let insid rememb,1
hoe lost [@] [@] hahaha much wanna bet get job lmao,1
hoe kno bout,1
hoe need jesu yall,1
hoe need stop hittin blunt hit gym unhealthi mf ,1
hoe needa stop tryna split relationship get damn man,1
hoe goin  bitch hoe ,1
hoe beef bout import hoe queef yall blow vagin wind back amp forth stfu amp get money,1
hoe carri infect yaw nigga better rap dat latex haha,1
hoe pickin choosin nigga stickin movin,1
hoe realli make laugh lol,1
hoe say much think much,1
hoe soo ,1
hoe swear faith,1
hoe homi hop  idgf aint fun tha homi nun  go,1
hoe love crewwww ,1
hoe want love bad ,1
hoe realli fight ova ralli tho th,1
hoe expos,1
hoe worri bout wrong thing life,1
infect ass hoe think okay talk ppl boyfriend like funni cute pussi hop place,1
kid man real life kid even  buck bitch sit yo stupid ass,1
la bitch thirsti hit singl,1
lame bitch fight chanc,1
lil hoe sit across da way fuckin loud like damn hoe sittin less  feet shut hell,1
lil nigga hang big shit poppin bitch big first name,1
littl girl simon tell like huf sock bitch go home amp homework,1
new bottom someth els [@] put nair pussi gram ok [LINK],1
nicca sangin dey partna witout grammi award,1
nicca want war give got wethelastonesleft umightnotgetin beerandtaco [LINK],1
nigga aint shit hoe trick,1
nigga actin like bitch,1
nigga car  nerv put  rim speaker bitch,1
nigga design bitch got zipper hoe,1
nigga groupi act wors hoe,1
nigga pillow talkin hoe shit,1
nigga pure pussi see face,1
nigga rather love hoe get money smh fuck wrong nigga,1
nigga retard lmfaoo,1
nigga run mouth like bitch,1
nig hater man made easi luv,1
nig like say miss old vice,1
parent nd give kid ghetto ass name ronkieshietta bro seriou tip scale fa,1
peanut butter browni bout give life ,0
peopl fag,1
peopl juri select retard,1
ratchet hoe someth els school smell like fuck zoo,1
redneck around like shitput wall say,1
shoe go bitch break tomorrow,1
side bitch wait til know wit ya ladi text hey boo bitch gtfoh,1
side bitch win son ,1
smoke commerci blow like bitch yo fault yo child prematur shouldnt smoke pregnant,1
son bitch came chruch threaten kill,1
women aint shit hoe trick  babi boy differ ,1
women aint shit hoe trick  babygirl differ ,1
mostli restaur fat ho [@]  contact phone hoe,1
look tom bradi go tge sidelin like whatev bitch lol,1
bitch penetr introduc bitch,1
call chief weak bitch,1
come charli sheen come coup machin [@],0
come blue make other see red green envi alway black white your yellow luckili,0
lose citi red sox fan bandwagon fan like yanke fan morningjo,0
pussi good,1
fail realiz ion want friend bitch switch quiccer chang channel ,1
get attitud like bitch  think yall nigga need bra panti,1
got david take trash ,0
got trashi ass hoe,1
got redskin fake injuri,0
gotta keep name raider tho better chang hillbilli ass texa name,1
steak categori ran bitch like busto,1
hardli get sexso opportun sick present give pussyand boy gener,1
hate know bad must someth right  got bitch mad,1
clumsi bird lol life,0
hoe aint loyal rotat,1
love place bring car toi know spanish men love sometim look like guala though lol,0
make sure realiti show line hoesthey leav high dri,1
must russian bird russian bird known invad chiminea [@] [@],0
realli expand bitch money,1
rude [@] wish bitch would stop call tri get dick nigga ,1
say wouldnt make bitch call cellular,1
say life make bitch tryna make  straight,1
say number lie bitch ,1
say one man trash next man treasur one find pain next might find pleasur,0
say state bird rarei liter see one least day,0
free da real nicca give snitch da time,1
never gave cracker transmitt [@] flip see [LINK],1
slut kill steal cours yo cash murder bitch send bodi back yo ass,1
bitch ass nigga,1
thought wouldnt make pussi nigga made,1
told fuc wit bitch never trust em told nigga never trust em,1
took bro know civil [@] [@] wait minut lol get ghetto v,0
tri hoe todd gurley johnni manziel sign helmet got suspend gurley rest season,0
trynna hoe geno td throw,1
updat wukong new splash doesnt look fuck retard,1
use call mom jap younger lol asian racial slur,0
take pictur saw bird fli past like oh bird [@],0
wouldnt let use old pictur caus hair flawless woman front desk said wouldnt retak hatin hoe,1
call sandi wind go make lot girl clam realli sandi,1
thick bitch tri front earlier,1
thick bitch gtgtgtgtgtgtgtgtgtgtgtgtgtgtgtgtgtgtgt,1
thing made feel old today tori amo ,0
think okay take properti break fuck bitch,1
think get nip pierc,1
think boom boom boom waaay ho video make laugh least day,0
think tri get pussi [@] [LINK],1
think bout gettin  put ear get money bitch,1
think bout oyster gator bait tho,0
think care give fuck bout think   wop,1
think your godfath maddiston lol your fuck wee bitch man youv got problem come mine al snap spine,1
thirsti ass bitch sweat,1
thirsti bitchesltltltlt attract,1
thirsti fo da bitch saggin pant shit  shit paid much belt betta crack bitch,1
deb women eye appoint bitch,1
 weather bitch,1
 yr old masterchefjunior made chicken look like trash,0
biolog lab aint hoe ,1
amish bitch rockin gucci man smokin ecig smh fake ass amish ass bish,1
billi crystal tribut derek jeter crazi hate yanke man derek jeter repect,0
charli murder game pretti dope xbla,0
houston traffic aint hoe mf must work,1
murica charli brown rejectedpeanutsspeci,0
lil fraudul bitch nerv call phone talk crazi bout get nd put [LINK],1
mexican bitch almost hit car sped speed bump could omfg,1
caught talk bird pretti embarrass,0
uncl tom mother fuck want invok  man speech dude aint white matter much [LINK],1
van cleef arpl bitch starbuck need back fuck space line,1
aint bitch ass boom bap click clack move back,1
aint mf [LINK] bitch ass,1
art shit live forev bitch keep chang,1
sick bird,0
singl shit realli trash especi aint got nobodi text midnight,1
sick function bird  start feel slightli better earliernow feel like death,0
biatch call bitch ,1
bih stay ghetto ass neighborhood,1
bitch [@]  [LINK],1
bitch [@] call bougi whore tho  ol angri bird lmao,1
bitch [@] buy sparkl water,0
bitch gmfu,1
bitch rihanna dust someth,1
bitch thincc dress code ,0
bitch almost lost life,1
bitch alway got shit say peopl like,1
bitch cankl,1
bitch ask hit upand talk herbitch want hit ignor respond hour later,1
bitch ask pant sagg  dey tryna hold bandz ,1
bitch ga station offer head  ,1
bitch back car twice  time,1
bitch bout make commit murder ,1
bitch brought toothbrush okay [@],1
bitch brought food said surpris thirsti bitch,1
bitch come home wit attitud bitch go yo ass bacc work ah sum fucc,1
bitch compar dick pencil get sharpen  like sharpen pencil becom use,1
bitch couldnt pull ugli desper dike want,1
bitch done blew high,1
bitch done blew high high drug,1
bitch fell straight chair high cours laugh even wasnt wouldv still laugh,1
bitch forehead hairlin lie amp approv shit  [LINK],1
bitch gone ask close said naw aint pay lightbil month yea bitch close get tf,1
bitch gonna steal polic uniform think author say pop trunk bitch ass thewalkingdead,1
bitch got arrest wed night order  worth food pay shouldv ate   applebe,1
bitch got zero kill yet got legendari enngram absolut fuck,1
bitch horseradish ponytail today dy bald head ass hair red put bitch poni tail smh,1
bitch two job start school th fuckwhatyouheard,1
bitch  wit hella face tat femal duddi ,1
bitch put long lash like abd,1
bitch bed got doubl ds shake ass like trina smack ass shake game shake shit tune hornyfuck,1
bitch instat drive,1
bitch cri [LINK],1
bitch earn  figur shake ass done ,1
bitch mad man cheat cheat mad,1
bitch nasti,1
bitch rais anxieti sit next,1
bitch realli geek messag ,1
bitch realli gonna sit tell need parent doctor even   uh,1
bitch annoy,1
bitch stupid  anti feminist [LINK] via [@] dumbass blndsundollmj,1
bitch talk fuck bitch need help yo hear voci head lockthatbitchup,1
bitch tryna start shit denni ask us took pictur lmfao bitch whut,1
bitch wear angri bird sweater judgepeopleatschoolday,1
bitch pretti she show bodi pictur she nasti,1
bitch chillin [LINK],1
bitch said lord rock,1
bitch text babi babi miss,1
bitch text blue bout want see butt,1
bitch keep look choos nah,1
bitch keep playin wit hair like got,1
bitch kick,1
bitch liter pull whopper fanni pack america,1
bitch liter said normal peopl shouldnt work gym mani bodi builder workout,1
bitch lmao steve wilko goin mf  [LINK],1
bitch look like kurt cobain older bro,1
bitch look like tranni tho,1
bitch love long time know wouldnt,1
bitch lie ,1
bitch mention dr ruffim done,1
bitch need get slap [@] [LINK],1
bitch need turn shitti music ,1
bitch mauri got  babi daddi,1
bitch pregnant ,1
bitch realli filter ,1
bitch said  one  lmaooo hate ,1
bitch said use titti punchin bag lt,1
bitch said look like type lot cocain ,1
bitch said shell someth strang chang,1
bitch say she got  school fuck bullshit,1
bitch show amp yall everi seen low budget piec shit muthafuckin clown scari hoe,1
bitch slow playin like fuckkk,1
bitch ratchet,1
bitch take bitch anoth level,1
bitch think want love wit da gwap  [LINK],1
bitch think cool jordan  ring get fuck,1
bitch think fanci old ass cclass get fuck,1
bitch thought hot sauc bbq sauc tf put bbq sauc taco begin ,1
bitch took damn eye like contact ,1
bitch tryna eat peanut tryna eat steak shit bitch know noth grindin,1
bitch tweet brb gonna take shower minut later back get yo nasti ass back shower,1
bitch tweet point minut,1
bitch wanna smoke weed,1
bitch weav game seriou [LINK],1
bitch need get right  wid,1
bitch voic ,1
bro rippin apart bird  feet us redtail hawk [LINK],0
browni bro,0
car two registr tag yellow one  amp one  wth [LINK],0
chick look like straight took color pencil eyebrow thatshitdoesntlookgood,1
class ghetto hell,1
cowboy redskin game hell game,0
creat slipperi slope tho  player gonna watch mouth  toler ignor anymor,0
dude fell look bitch car,1
dumb berk drive circl town bright yellow cycl music blare incred [LINK],0
faggot truck tailgat hit break cut switch lane cut littl biatch,1
fat bitch got huffi caus took long make turn took mouth girlby,1
fat bitch wear ugli ass jesu sandal big ass feet overlap damn thing,1
fat bitch said next time forget potato chip ,1
fat bitch turnt ice cream gon lie would [LINK],1
flappi bird game addict ,0
foo came club wit bitch leash  [LINK],1
fuckin bird [LINK],1
fuck littl bitch land car realli thought wouldnt kill [LINK],1
fuzzi wuzzi kitten want know raven like write desk find  [LINK] [LINK],0
game shit haha play hoe high niggg trippen haha,1
game piss includ bitch,1
girl ask call girl bitch go panti basic brag good suck dick,1
girl retard,1
girl nastiest skank bitch ever met trust fugli slut [LINK],1
girl legit look like pig kiss imik bitch,1
guy  retard,1
guy [@] learn new thing everi day one still talkin bout jim crow go republican hypocrisi,0
hairstylist mall gone ask nesha wat beeni bitch said momma lmfaoooo,1
hangov bitch ,1
headach bitch ,1
hoe car smell like nigga let sweet potato bomb shit,1
hoe got  second get hell outta face set weav fire,1
hoe got gf complain life like hit right ,1
hoe month pregnant man take yo ass home,1
hoe loud,1
hoe reathi trip ,1
hoe straight disappear like go ,1
hoe taken world smh,1
hot ass black girl twitter goe woh lol cray thought alia ass bitch mile away,1
hot chocol famou amo bomb right,0
yall side hoe gone look valentin day lol [LINK],1
ignor bitch msnbc said polic train weapon smh,1
exactli tell bitch shit ,1
marco lotion got mad told smell like bitch [LINK],1
long yellow bunch track sweep ton taken opportun pit indycar goprograndprix,0
sexi tweet [@]  lead yanke turn matt thornton finish red sox th,0
better flappi bird falloutbird [LINK],0
exactli bitch end dead [@] told stop fuck  hope rain bitch [LINK],1
fuck lmao whore bitch one cheater better go maaco dead [LINK],1
fuck retard,1
fuck trash [@] drake jewish [@] young money rd reich [LINK],1
great [@] loser amp coward [@] grab iphon threw street he pussi [LINK],1
ask bitch prom marri  guareente ye [LINK],1
know lh ghetto [LINK],1
sup bitch face [LINK],1
excus call bitch got caught stop,1
realli [@] [@] [@] explod giant yellow duck youll appreci [LINK],0
much fun  ubb ndiana hoosier hoosierdaddi,0
true [@] charli clip coldest battl rapper debat,0
[@] dumb ass hoe [LINK],1
mother allow make browni [LINK],0
one like your bitch slut,1
noth get done moron like coburn tri  ad gun amend  public work bill push back teabagg morningjo,0
peopl lucki deal custom phone there lot choke bitch done person,1
trust hoe [LINK],1
kid [@] straight watch bitch eat bloodi tampon fucksamattawithy,1
kid look like retard tri hide phone obviou,1
knick game retard right smh,1
lame azz napk nigga alway talk bout reason alway yellow tape upk turf [LINK],1
lil thot bitch realli tri run game,1
lit bitch jayonna class aid sooo funni,1
littl bastard come unto spinelli time littl wigger rap thinh tri say like gonna die ,1
niggah [@] ,1
man wimp gotta drunk know damn well fw hoe ,1
mint browni recip made almond flour coconut palm sugar coconut oil coconut mi [LINK],0
morn brought emergenc realli need nip coldflu busi bud nogermsw,0
bitch pleas face [LINK],1
dog tell done play frisbe lazi mutt [LINK],0
new avi trash nah,0
new shit workin yea nigguh,1
nicca type meyou busi two  busi twice lmao,1
nig johnel keep fall asleep usual lol,1
nigga [@] gotta weird gay shoe fetishamp sick yall let island nigger slide [LINK],1
nigga magic johnson got grade faggot son  done terribl shit growin lol,1
nigga public new young bitch rubbin face react ww probabl aint even seen drake,1
nigga jerri room smell like bad pussi,1
nigga next trippin ball want draw nake bitch complain make room shake,1
nigga train treat bitch phone lmao,1
nigga tell fuck bitch   mayb lie lol,1
nigga said aint go shit need sum dicc good tri hoe realli sum shit go,1
nigga show sad ass dog girl pit would look hoe say nigga gone,1
nigga solv rubik cube magic trick amp still aint get pussi ,1
nigga think gone play shoot dice let yo hoe fade,1
nigga left ugli bitch,1
niggah [@] fool,1
niggah aaron weak last night,1
niggah better rememb bring sperri,1
niggah know wassup,1
niggah said oh kiss phone look ass haha,1
niggah seem realli clingi mhmm idk  ,1
niggga said brand bitch ,1
nigglet ,1
nigguh got somebodi contact ebola lol,1
nigguh realli tri fight bu grape kool aid jammer ,1
beef thing bird,0
offic use pound somepussi [LINK],1
old bitch floppi tit ride elev nerp bad,1
one dem hipster bitch shop valu villag,1
one night trip browni put run shoe still pj  [LINK],0
pictur weibo made china censor add big yellow duck list ban term  [LINK] [LINK],0
pussi dryer [@] drier vs dryer ,1
rain got yall women talk ass nigga spend  incom bitch  bruh get hoe fuck outta,1
random rap song person next listen make wanna make lotta money fuck lotta hoe feel,1
recolor pictur abraham lincoln one coolest thing seen [LINK],0
remind anoth qualiti video lol aint fittin front peckerwood [LINK],0
shit game right play hoe,1
shit fix blow mind toni cannoli back bitch [LINK],1
shit retard [@]  [LINK],1
shit right nigguh mantanuskathunderfuck sativadomin [LINK],1
shit sooooooooooooo trash,1
side hoe main chick talk disgust get life man,1
song truth wanna fuck bestfriend one night onlyy think bitch yo bestfriend,1
song may basic bitch mood boost,1
stank bitch steadi call wonder get number,1
store redneck,0
student call bitch grade tell homegirl see assign submit,1
subway worker major bitch soldier come show respect,1
target ghetto whatev,0
tast like wolf pussi,1
bitch nigga shit invent creat term,1
time night dark skin nigga realli turn lightskin nigga swear seen darki tri buy starbuck min ago close,1
wait thing bird,0
chit shake monkey beeotch [LINK],1
week rfn segment discuss idaho faggot marriag state like washington,1
weight issu mine realli need good bitch slapp,1
white bitch dress devil job oh ironi lol,1
white bitch fuckin nerv call nigga she one payin lip get bigga,1
white bitch tri set racial war  lol bitch imposs smarter,1
whole game tri figur dutch wear yellow smh,0
bitch much listen ,1
wigga follow back smh,1
work shit birdsion think take  hour noth,1
world need build bitch workshop,1
good pricklypear shiner [LINK],0
tell  lookin ass nigga  ima crazi bitch need know,1
faggot keep post gay ass video cuddl gf facebook,1
guy definit white trash,1
v neck ho,1
thou shall mock ryanth futurekelli,0
thought told trust hoe,1
thought good sight worst open mouthmor stori look sweet hoe sour bruh,1
three littl bird,0
throw rager sweet  everybodi bring present card crib bitch grandma even bought bday cake ova,1
throw orang dat bitch,1
throw flag bitch aint real bush,1
throw fire cracker car shit funni fuck  ,1
thump right throat bitch,1
thursday realli trash season [@],0
thw white iron band play weekend fargond aquarium friday charli parr next nightsaturday,0
tia chepa uhh noo bitch tia irma  aghh he annoy,1
tick tack toe linin yo hoe,1
ticket hoe [LINK],1
tiger fuckin garbag jesu christsuck dick ausmu your trash sorri ass bullpen,1
till michonn gut dat hoe,1
tilt chin back slit throat take bath blood get know,0
time  kill  bird  stone work renew food handler card onlin push play dumb class,0
time bed peac bitch,1
time panera bitch,1
time hop make realiz much faggot lol,1
time go make gym bitch,1
time start list il spook,0
time stunt hoe ,1
tini look like albino red nose pitbul dope boy trap hous,0
tire hoe man,1
tire butthurt [@] commerci ya phone trash b want em,1
tire hoe breath air,1
tire nigga turn femal stuck bitch,1
tire fli mash ga motor hot hoe fast,1
titti nd pussi [LINK],1
tl blew hoe waka dick turndown aint follin yall hoesbow,1
hood bitch gucci voic euphor,1
clear think chanc krug leav russia fun mock specul,0
mani dumb hoe milwauke,1
mani nigga enough hoe nigga act like hoe,1
senior class oreo funfetti bar den morn ,0
today heard boss say motherfuck bitch like funni asian accent,1
today bitch hit face branch lost like  pound water weight sunburnt  thank,1
today gameday iubb need iu win jersey arriv hoosiern hoosier,0
today fun tuesday awesom iu v michiganst ubb hoosier,0
today joint joint joint reserv wit niggah [@] smokindrankin,1
today spi op   sexi smooth sole would feel good shaft ball love grass stain  [LINK],1
today spi op sole need clean lick lick bet cuti sneak smell good [LINK],0
today spi op  countri guy big feet lv lick sole hv sole cock  [LINK],1
told da nicca str face whateva got goin want inguess felt type way bout,1
told like  degre bitch walkin jean like  got like apostl shit add,1
told bitch wanna eat money hungri,1
told dad go buy cooki graduat receptionthi nigga bought oreo,1
told hoe special like mcrib mcdonald,1
told hoe suck got lip like rubber duck,1
told ya month ago charli wasnt bullshittin bevo next,1
toler sharpen knive  year jihadi pain [@] [@] [@] [@],1
tom bradi biggest pussi nfl far,1
tommi trash,0
tomorrow agenda bake browni amp visit coupl open hous,0
tongu insid pussi bother eat,1
tonight gotta take dope ass pictur wit bad bitch drunk chang avi tire see one alreadi,1
tonight start road super bowl [@] go browni go woof woof brownsdraft,0
tonight sole purpos thoroughli intox night class mayb deserv,0
toni blair equal bush bitch morningjo,1
toni parker make norri cole bitch one one takin dribbl break damn ankl gospursgo,1
bad brandon lavergn gonna vein spike angola mickey,0
fast fed cocki cop ditch old bitch gettin sloppi wit pot,1
littl late bitch ass nigga,1
mani bad bitch last night,1
mani bitch got rabi hate ho hoppin woman stank pussypoppin woman,1
mani chick tri wavey bitch,1
mani pretti bitch got sore throat voicemostli red bone turnoff,1
much makeup trash,0
much shit go deal anoth bitch nonsens ,1
worri bout bitch amp fashion go miss action,1
took  molli gonna die pussi ass bitch,1
took uber amp thr shakey club last weekend  total cheaper  park  extra throw hoe,1
took broke bitch nigga,1
took yo bitch gave back bad,1
top  stankiest pussi,1
top knotch hoe get lesser,1
total [@] crash dat hoe [@] drake vers nicki gtgtgtgtgt,1
touchdown hoe  touchdown hoe,1
traci morgan car wreck press cover zappa ssome joker browni yell see complet,0
traffic gabl ltltltltltltltlt,0
trailor trash tina time ,0
trainer ladi bitch shook hand made promis ima studi test tomorrow idk like she tri break,1
translat slow save hoe   [@] save live ,1
